"Transcript","Gene"
"KXJ25853.1","KXJ25853.1"
"KXJ25787.1","KXJ25787.1"
"KXJ25734.1","KXJ25734.1"
"KXJ25796.1","KXJ25796.1"
"KXJ25776.1","KXJ25776.1"
"KXJ25777.1","KXJ25777.1"
"KXJ25720.1","KXJ25720.1"
"KXJ25759.1","KXJ25759.1"
"KXJ25721.1","KXJ25721.1"
"KXJ25783.1","KXJ25783.1"
"KXJ25795.1","KXJ25795.1"
"KXJ25723.1","KXJ25723.1"
"KXJ25762.1","KXJ25762.1"
"KXJ25757.1","KXJ25757.1"
"KXJ25718.1","KXJ25718.1"
"KXJ25794.1","KXJ25794.1"
"KXJ25719.1","KXJ25719.1"
"KXJ25768.1","KXJ25768.1"
"KXJ25729.1","KXJ25729.1"
"KXJ25772.1","KXJ25772.1"
"KXJ25790.1","KXJ25790.1"
"KXJ25752.1","KXJ25752.1"
"KXJ25749.1","KXJ25749.1"
"KXJ25758.1","KXJ25758.1"
"KXJ25747.1","KXJ25747.1"
"KXJ25733.1","KXJ25733.1"
"KXJ25802.1","KXJ25802.1"
"KXJ25716.1","KXJ25716.1"
"KXJ25800.1","KXJ25800.1"
"KXJ25761.1","KXJ25761.1"
"KXJ25760.1","KXJ25760.1"
"KXJ25754.1","KXJ25754.1"
"KXJ25766.1","KXJ25766.1"
"KXJ25770.1","KXJ25770.1"
"KXJ25797.1","KXJ25797.1"
"KXJ25753.1","KXJ25753.1"
"KXJ25799.1","KXJ25799.1"
"KXJ25798.1","KXJ25798.1"
"KXJ25738.1","KXJ25738.1"
"KXJ25785.1","KXJ25785.1"
"KXJ25715.1","KXJ25715.1"
"KXJ25781.1","KXJ25781.1"
"KXJ25746.1","KXJ25746.1"
"KXJ25742.1","KXJ25742.1"
"KXJ25731.1","KXJ25731.1"
"KXJ25793.1","KXJ25793.1"
"KXJ25735.1","KXJ25735.1"
"KXJ25728.1","KXJ25728.1"
"KXJ25765.1","KXJ25765.1"
"KXJ25788.1","KXJ25788.1"
"KXJ25737.1","KXJ25737.1"
"KXJ25727.1","KXJ25727.1"
"KXJ25773.1","KXJ25773.1"
"KXJ25730.1","KXJ25730.1"
"KXJ25740.1","KXJ25740.1"
"KXJ25736.1","KXJ25736.1"
"KXJ25764.1","KXJ25764.1"
"KXJ25722.1","KXJ25722.1"
"KXJ25745.1","KXJ25745.1"
"KXJ25779.1","KXJ25779.1"
"KXJ25748.1","KXJ25748.1"
"KXJ25755.1","KXJ25755.1"
"KXJ25741.1","KXJ25741.1"
"KXJ25743.1","KXJ25743.1"
"KXJ25789.1","KXJ25789.1"
"KXJ25774.1","KXJ25774.1"
"KXJ25782.1","KXJ25782.1"
"KXJ25717.1","KXJ25717.1"
"KXJ25750.1","KXJ25750.1"
"KXJ25769.1","KXJ25769.1"
"KXJ25756.1","KXJ25756.1"
"KXJ25726.1","KXJ25726.1"
"KXJ25724.1","KXJ25724.1"
"KXJ25771.1","KXJ25771.1"
"KXJ25792.1","KXJ25792.1"
"KXJ25786.1","KXJ25786.1"
"KXJ25778.1","KXJ25778.1"
"KXJ25739.1","KXJ25739.1"
"KXJ25775.1","KXJ25775.1"
"KXJ25780.1","KXJ25780.1"
"KXJ25751.1","KXJ25751.1"
"KXJ25791.1","KXJ25791.1"
"KXJ25732.1","KXJ25732.1"
"KXJ25801.1","KXJ25801.1"
"KXJ25784.1","KXJ25784.1"
"KXJ25763.1","KXJ25763.1"
"KXJ25725.1","KXJ25725.1"
"KXJ25767.1","KXJ25767.1"
"KXJ25744.1","KXJ25744.1"
"KXJ25693.1","KXJ25693.1"
"KXJ25697.1","KXJ25697.1"
"KXJ25698.1","KXJ25698.1"
"KXJ25656.1","KXJ25656.1"
"KXJ25709.1","KXJ25709.1"
"KXJ25680.1","KXJ25680.1"
"KXJ25708.1","KXJ25708.1"
"KXJ25665.1","KXJ25665.1"
"KXJ25652.1","KXJ25652.1"
"KXJ25661.1","KXJ25661.1"
"KXJ25684.1","KXJ25684.1"
"KXJ25692.1","KXJ25692.1"
"KXJ25651.1","KXJ25651.1"
"KXJ25691.1","KXJ25691.1"
"KXJ25696.1","KXJ25696.1"
"KXJ25676.1","KXJ25676.1"
"KXJ25712.1","KXJ25712.1"
"KXJ25673.1","KXJ25673.1"
"KXJ25686.1","KXJ25686.1"
"KXJ25659.1","KXJ25659.1"
"KXJ25674.1","KXJ25674.1"
"KXJ25711.1","KXJ25711.1"
"KXJ25714.1","KXJ25714.1"
"KXJ25667.1","KXJ25667.1"
"KXJ25675.1","KXJ25675.1"
"KXJ25654.1","KXJ25654.1"
"KXJ25646.1","KXJ25646.1"
"KXJ25695.1","KXJ25695.1"
"KXJ25660.1","KXJ25660.1"
"KXJ25642.1","KXJ25642.1"
"KXJ25679.1","KXJ25679.1"
"KXJ25648.1","KXJ25648.1"
"KXJ25655.1","KXJ25655.1"
"KXJ25678.1","KXJ25678.1"
"KXJ25671.1","KXJ25671.1"
"KXJ25701.1","KXJ25701.1"
"KXJ25657.1","KXJ25657.1"
"KXJ25640.1","KXJ25640.1"
"KXJ25650.1","KXJ25650.1"
"KXJ25664.1","KXJ25664.1"
"KXJ25702.1","KXJ25702.1"
"KXJ25662.1","KXJ25662.1"
"KXJ25704.1","KXJ25704.1"
"KXJ25690.1","KXJ25690.1"
"KXJ25645.1","KXJ25645.1"
"KXJ25683.1","KXJ25683.1"
"KXJ25703.1","KXJ25703.1"
"KXJ25649.1","KXJ25649.1"
"KXJ25658.1","KXJ25658.1"
"KXJ25713.1","KXJ25713.1"
"KXJ25644.1","KXJ25644.1"
"KXJ25666.1","KXJ25666.1"
"KXJ25705.1","KXJ25705.1"
"KXJ25685.1","KXJ25685.1"
"KXJ25688.1","KXJ25688.1"
"KXJ25689.1","KXJ25689.1"
"KXJ25677.1","KXJ25677.1"
"KXJ25647.1","KXJ25647.1"
"KXJ25707.1","KXJ25707.1"
"KXJ25706.1","KXJ25706.1"
"KXJ25694.1","KXJ25694.1"
"KXJ25653.1","KXJ25653.1"
"KXJ25670.1","KXJ25670.1"
"KXJ25687.1","KXJ25687.1"
"KXJ25639.1","KXJ25639.1"
"KXJ25641.1","KXJ25641.1"
"KXJ25663.1","KXJ25663.1"
"KXJ25643.1","KXJ25643.1"
"KXJ25668.1","KXJ25668.1"
"KXJ25700.1","KXJ25700.1"
"KXJ25682.1","KXJ25682.1"
"KXJ25672.1","KXJ25672.1"
"KXJ25681.1","KXJ25681.1"
"KXJ25710.1","KXJ25710.1"
"KXJ25669.1","KXJ25669.1"
"KXJ25699.1","KXJ25699.1"
"KXJ25568.1","KXJ25568.1"
"KXJ25600.1","KXJ25600.1"
"KXJ25565.1","KXJ25565.1"
"KXJ25592.1","KXJ25592.1"
"KXJ25575.1","KXJ25575.1"
"KXJ25636.1","KXJ25636.1"
"KXJ25571.1","KXJ25571.1"
"KXJ25583.1","KXJ25583.1"
"KXJ25618.1","KXJ25618.1"
"KXJ25635.1","KXJ25635.1"
"KXJ25582.1","KXJ25582.1"
"KXJ25631.1","KXJ25631.1"
"KXJ25604.1","KXJ25604.1"
"KXJ25608.1","KXJ25608.1"
"KXJ25630.1","KXJ25630.1"
"KXJ25591.1","KXJ25591.1"
"KXJ25596.1","KXJ25596.1"
"KXJ25573.1","KXJ25573.1"
"KXJ25566.1","KXJ25566.1"
"KXJ25564.1","KXJ25564.1"
"KXJ25588.1","KXJ25588.1"
"KXJ25607.1","KXJ25607.1"
"KXJ25613.1","KXJ25613.1"
"KXJ25578.1","KXJ25578.1"
"KXJ25595.1","KXJ25595.1"
"KXJ25625.1","KXJ25625.1"
"KXJ25567.1","KXJ25567.1"
"KXJ25637.1","KXJ25637.1"
"KXJ25593.1","KXJ25593.1"
"KXJ25572.1","KXJ25572.1"
"KXJ25569.1","KXJ25569.1"
"KXJ25598.1","KXJ25598.1"
"KXJ25626.1","KXJ25626.1"
"KXJ25589.1","KXJ25589.1"
"KXJ25627.1","KXJ25627.1"
"KXJ25632.1","KXJ25632.1"
"KXJ25563.1","KXJ25563.1"
"KXJ25638.1","KXJ25638.1"
"KXJ25614.1","KXJ25614.1"
"KXJ25601.1","KXJ25601.1"
"KXJ25610.1","KXJ25610.1"
"KXJ25624.1","KXJ25624.1"
"KXJ25584.1","KXJ25584.1"
"KXJ25603.1","KXJ25603.1"
"KXJ25612.1","KXJ25612.1"
"KXJ25585.1","KXJ25585.1"
"KXJ25616.1","KXJ25616.1"
"KXJ25586.1","KXJ25586.1"
"KXJ25599.1","KXJ25599.1"
"KXJ25594.1","KXJ25594.1"
"KXJ25622.1","KXJ25622.1"
"KXJ25628.1","KXJ25628.1"
"KXJ25634.1","KXJ25634.1"
"KXJ25602.1","KXJ25602.1"
"KXJ25629.1","KXJ25629.1"
"KXJ25617.1","KXJ25617.1"
"KXJ25606.1","KXJ25606.1"
"KXJ25577.1","KXJ25577.1"
"KXJ25579.1","KXJ25579.1"
"KXJ25609.1","KXJ25609.1"
"KXJ25621.1","KXJ25621.1"
"KXJ25633.1","KXJ25633.1"
"KXJ25619.1","KXJ25619.1"
"KXJ25623.1","KXJ25623.1"
"KXJ25576.1","KXJ25576.1"
"KXJ25570.1","KXJ25570.1"
"KXJ25597.1","KXJ25597.1"
"KXJ25615.1","KXJ25615.1"
"KXJ25620.1","KXJ25620.1"
"KXJ25574.1","KXJ25574.1"
"KXJ25580.1","KXJ25580.1"
"KXJ25611.1","KXJ25611.1"
"KXJ25581.1","KXJ25581.1"
"KXJ25605.1","KXJ25605.1"
"KXJ25590.1","KXJ25590.1"
"KXJ25587.1","KXJ25587.1"
"KXJ25484.1","KXJ25484.1"
"KXJ25542.1","KXJ25542.1"
"KXJ25508.1","KXJ25508.1"
"KXJ25486.1","KXJ25486.1"
"KXJ25527.1","KXJ25527.1"
"KXJ25492.1","KXJ25492.1"
"KXJ25498.1","KXJ25498.1"
"KXJ25501.1","KXJ25501.1"
"KXJ25547.1","KXJ25547.1"
"KXJ25500.1","KXJ25500.1"
"KXJ25477.1","KXJ25477.1"
"KXJ25524.1","KXJ25524.1"
"KXJ25489.1","KXJ25489.1"
"KXJ25539.1","KXJ25539.1"
"KXJ25503.1","KXJ25503.1"
"KXJ25494.1","KXJ25494.1"
"KXJ25474.1","KXJ25474.1"
"KXJ25476.1","KXJ25476.1"
"KXJ25509.1","KXJ25509.1"
"KXJ25483.1","KXJ25483.1"
"KXJ25528.1","KXJ25528.1"
"KXJ25535.1","KXJ25535.1"
"KXJ25540.1","KXJ25540.1"
"KXJ25545.1","KXJ25545.1"
"KXJ25555.1","KXJ25555.1"
"KXJ25485.1","KXJ25485.1"
"KXJ25480.1","KXJ25480.1"
"KXJ25515.1","KXJ25515.1"
"KXJ25523.1","KXJ25523.1"
"KXJ25488.1","KXJ25488.1"
"KXJ25520.1","KXJ25520.1"
"KXJ25487.1","KXJ25487.1"
"KXJ25490.1","KXJ25490.1"
"KXJ25550.1","KXJ25550.1"
"KXJ25518.1","KXJ25518.1"
"KXJ25554.1","KXJ25554.1"
"KXJ25557.1","KXJ25557.1"
"KXJ25559.1","KXJ25559.1"
"KXJ25531.1","KXJ25531.1"
"KXJ25506.1","KXJ25506.1"
"KXJ25475.1","KXJ25475.1"
"KXJ25510.1","KXJ25510.1"
"KXJ25495.1","KXJ25495.1"
"KXJ25536.1","KXJ25536.1"
"KXJ25504.1","KXJ25504.1"
"KXJ25516.1","KXJ25516.1"
"KXJ25491.1","KXJ25491.1"
"KXJ25546.1","KXJ25546.1"
"KXJ25526.1","KXJ25526.1"
"KXJ25562.1","KXJ25562.1"
"KXJ25538.1","KXJ25538.1"
"KXJ25549.1","KXJ25549.1"
"KXJ25534.1","KXJ25534.1"
"KXJ25525.1","KXJ25525.1"
"KXJ25502.1","KXJ25502.1"
"KXJ25513.1","KXJ25513.1"
"KXJ25529.1","KXJ25529.1"
"KXJ25543.1","KXJ25543.1"
"KXJ25505.1","KXJ25505.1"
"KXJ25552.1","KXJ25552.1"
"KXJ25533.1","KXJ25533.1"
"KXJ25482.1","KXJ25482.1"
"KXJ25479.1","KXJ25479.1"
"KXJ25553.1","KXJ25553.1"
"KXJ25521.1","KXJ25521.1"
"KXJ25496.1","KXJ25496.1"
"KXJ25499.1","KXJ25499.1"
"KXJ25541.1","KXJ25541.1"
"KXJ25551.1","KXJ25551.1"
"KXJ25472.1","KXJ25472.1"
"KXJ25544.1","KXJ25544.1"
"KXJ25507.1","KXJ25507.1"
"KXJ25530.1","KXJ25530.1"
"KXJ25514.1","KXJ25514.1"
"KXJ25473.1","KXJ25473.1"
"KXJ25537.1","KXJ25537.1"
"KXJ25561.1","KXJ25561.1"
"KXJ25481.1","KXJ25481.1"
"KXJ25517.1","KXJ25517.1"
"KXJ25497.1","KXJ25497.1"
"KXJ25560.1","KXJ25560.1"
"KXJ25493.1","KXJ25493.1"
"KXJ25511.1","KXJ25511.1"
"KXJ25519.1","KXJ25519.1"
"KXJ25478.1","KXJ25478.1"
"KXJ25556.1","KXJ25556.1"
"KXJ25558.1","KXJ25558.1"
"KXJ25532.1","KXJ25532.1"
"KXJ25522.1","KXJ25522.1"
"KXJ25548.1","KXJ25548.1"
"KXJ25512.1","KXJ25512.1"
"KXJ25414.1","KXJ25414.1"
"KXJ25390.1","KXJ25390.1"
"KXJ25398.1","KXJ25398.1"
"KXJ25463.1","KXJ25463.1"
"KXJ25466.1","KXJ25466.1"
"KXJ25411.1","KXJ25411.1"
"KXJ25430.1","KXJ25430.1"
"KXJ25446.1","KXJ25446.1"
"KXJ25445.1","KXJ25445.1"
"KXJ25409.1","KXJ25409.1"
"KXJ25449.1","KXJ25449.1"
"KXJ25448.1","KXJ25448.1"
"KXJ25386.1","KXJ25386.1"
"KXJ25400.1","KXJ25400.1"
"KXJ25402.1","KXJ25402.1"
"KXJ25401.1","KXJ25401.1"
"KXJ25406.1","KXJ25406.1"
"KXJ25439.1","KXJ25439.1"
"KXJ25453.1","KXJ25453.1"
"KXJ25421.1","KXJ25421.1"
"KXJ25452.1","KXJ25452.1"
"KXJ25427.1","KXJ25427.1"
"KXJ25394.1","KXJ25394.1"
"KXJ25435.1","KXJ25435.1"
"KXJ25423.1","KXJ25423.1"
"KXJ25410.1","KXJ25410.1"
"KXJ25418.1","KXJ25418.1"
"KXJ25404.1","KXJ25404.1"
"KXJ25425.1","KXJ25425.1"
"KXJ25407.1","KXJ25407.1"
"KXJ25415.1","KXJ25415.1"
"KXJ25422.1","KXJ25422.1"
"KXJ25426.1","KXJ25426.1"
"KXJ25461.1","KXJ25461.1"
"KXJ25379.1","KXJ25379.1"
"KXJ25438.1","KXJ25438.1"
"KXJ25436.1","KXJ25436.1"
"KXJ25389.1","KXJ25389.1"
"KXJ25419.1","KXJ25419.1"
"KXJ25424.1","KXJ25424.1"
"KXJ25458.1","KXJ25458.1"
"KXJ25412.1","KXJ25412.1"
"KXJ25465.1","KXJ25465.1"
"KXJ25420.1","KXJ25420.1"
"KXJ25388.1","KXJ25388.1"
"KXJ25416.1","KXJ25416.1"
"KXJ25431.1","KXJ25431.1"
"KXJ25405.1","KXJ25405.1"
"KXJ25396.1","KXJ25396.1"
"KXJ25378.1","KXJ25378.1"
"KXJ25375.1","KXJ25375.1"
"KXJ25408.1","KXJ25408.1"
"KXJ25376.1","KXJ25376.1"
"KXJ25464.1","KXJ25464.1"
"KXJ25456.1","KXJ25456.1"
"KXJ25393.1","KXJ25393.1"
"KXJ25451.1","KXJ25451.1"
"KXJ25399.1","KXJ25399.1"
"KXJ25450.1","KXJ25450.1"
"KXJ25462.1","KXJ25462.1"
"KXJ25384.1","KXJ25384.1"
"KXJ25434.1","KXJ25434.1"
"KXJ25454.1","KXJ25454.1"
"KXJ25380.1","KXJ25380.1"
"KXJ25432.1","KXJ25432.1"
"KXJ25468.1","KXJ25468.1"
"KXJ25460.1","KXJ25460.1"
"KXJ25440.1","KXJ25440.1"
"KXJ25383.1","KXJ25383.1"
"KXJ25413.1","KXJ25413.1"
"KXJ25381.1","KXJ25381.1"
"KXJ25433.1","KXJ25433.1"
"KXJ25385.1","KXJ25385.1"
"KXJ25429.1","KXJ25429.1"
"KXJ25470.1","KXJ25470.1"
"KXJ25377.1","KXJ25377.1"
"KXJ25428.1","KXJ25428.1"
"KXJ25467.1","KXJ25467.1"
"KXJ25403.1","KXJ25403.1"
"KXJ25382.1","KXJ25382.1"
"KXJ25469.1","KXJ25469.1"
"KXJ25397.1","KXJ25397.1"
"KXJ25459.1","KXJ25459.1"
"KXJ25455.1","KXJ25455.1"
"KXJ25395.1","KXJ25395.1"
"KXJ25387.1","KXJ25387.1"
"KXJ25391.1","KXJ25391.1"
"KXJ25441.1","KXJ25441.1"
"KXJ25443.1","KXJ25443.1"
"KXJ25442.1","KXJ25442.1"
"KXJ25457.1","KXJ25457.1"
"KXJ25471.1","KXJ25471.1"
"KXJ25417.1","KXJ25417.1"
"KXJ25437.1","KXJ25437.1"
"KXJ25447.1","KXJ25447.1"
"KXJ25444.1","KXJ25444.1"
"KXJ25392.1","KXJ25392.1"
"KXJ25338.1","KXJ25338.1"
"KXJ25357.1","KXJ25357.1"
"KXJ25309.1","KXJ25309.1"
"KXJ25351.1","KXJ25351.1"
"KXJ25345.1","KXJ25345.1"
"KXJ25374.1","KXJ25374.1"
"KXJ25326.1","KXJ25326.1"
"KXJ25358.1","KXJ25358.1"
"KXJ25342.1","KXJ25342.1"
"KXJ25333.1","KXJ25333.1"
"KXJ25321.1","KXJ25321.1"
"KXJ25340.1","KXJ25340.1"
"KXJ25353.1","KXJ25353.1"
"KXJ25313.1","KXJ25313.1"
"KXJ25339.1","KXJ25339.1"
"KXJ25318.1","KXJ25318.1"
"KXJ25311.1","KXJ25311.1"
"KXJ25355.1","KXJ25355.1"
"KXJ25337.1","KXJ25337.1"
"KXJ25336.1","KXJ25336.1"
"KXJ25330.1","KXJ25330.1"
"KXJ25366.1","KXJ25366.1"
"KXJ25323.1","KXJ25323.1"
"KXJ25343.1","KXJ25343.1"
"KXJ25360.1","KXJ25360.1"
"KXJ25305.1","KXJ25305.1"
"KXJ25362.1","KXJ25362.1"
"KXJ25312.1","KXJ25312.1"
"KXJ25361.1","KXJ25361.1"
"KXJ25359.1","KXJ25359.1"
"KXJ25348.1","KXJ25348.1"
"KXJ25347.1","KXJ25347.1"
"KXJ25315.1","KXJ25315.1"
"KXJ25329.1","KXJ25329.1"
"KXJ25328.1","KXJ25328.1"
"KXJ25334.1","KXJ25334.1"
"KXJ25331.1","KXJ25331.1"
"KXJ25332.1","KXJ25332.1"
"KXJ25324.1","KXJ25324.1"
"KXJ25308.1","KXJ25308.1"
"KXJ25354.1","KXJ25354.1"
"KXJ25352.1","KXJ25352.1"
"KXJ25327.1","KXJ25327.1"
"KXJ25316.1","KXJ25316.1"
"KXJ25306.1","KXJ25306.1"
"KXJ25335.1","KXJ25335.1"
"KXJ25367.1","KXJ25367.1"
"KXJ25371.1","KXJ25371.1"
"KXJ25365.1","KXJ25365.1"
"KXJ25373.1","KXJ25373.1"
"KXJ25346.1","KXJ25346.1"
"KXJ25372.1","KXJ25372.1"
"KXJ25320.1","KXJ25320.1"
"KXJ25356.1","KXJ25356.1"
"KXJ25363.1","KXJ25363.1"
"KXJ25314.1","KXJ25314.1"
"KXJ25341.1","KXJ25341.1"
"KXJ25325.1","KXJ25325.1"
"KXJ25322.1","KXJ25322.1"
"KXJ25319.1","KXJ25319.1"
"KXJ25369.1","KXJ25369.1"
"KXJ25370.1","KXJ25370.1"
"KXJ25307.1","KXJ25307.1"
"KXJ25349.1","KXJ25349.1"
"KXJ25317.1","KXJ25317.1"
"KXJ25344.1","KXJ25344.1"
"KXJ25350.1","KXJ25350.1"
"KXJ25364.1","KXJ25364.1"
"KXJ25368.1","KXJ25368.1"
"KXJ25304.1","KXJ25304.1"
"KXJ25310.1","KXJ25310.1"
"KXJ25245.1","KXJ25245.1"
"KXJ25278.1","KXJ25278.1"
"KXJ25288.1","KXJ25288.1"
"KXJ25267.1","KXJ25267.1"
"KXJ25300.1","KXJ25300.1"
"KXJ25268.1","KXJ25268.1"
"KXJ25244.1","KXJ25244.1"
"KXJ25295.1","KXJ25295.1"
"KXJ25252.1","KXJ25252.1"
"KXJ25265.1","KXJ25265.1"
"KXJ25241.1","KXJ25241.1"
"KXJ25248.1","KXJ25248.1"
"KXJ25299.1","KXJ25299.1"
"KXJ25298.1","KXJ25298.1"
"KXJ25287.1","KXJ25287.1"
"KXJ25294.1","KXJ25294.1"
"KXJ25293.1","KXJ25293.1"
"KXJ25270.1","KXJ25270.1"
"KXJ25257.1","KXJ25257.1"
"KXJ25260.1","KXJ25260.1"
"KXJ25264.1","KXJ25264.1"
"KXJ25289.1","KXJ25289.1"
"KXJ25251.1","KXJ25251.1"
"KXJ25256.1","KXJ25256.1"
"KXJ25296.1","KXJ25296.1"
"KXJ25240.1","KXJ25240.1"
"KXJ25292.1","KXJ25292.1"
"KXJ25290.1","KXJ25290.1"
"KXJ25276.1","KXJ25276.1"
"KXJ25297.1","KXJ25297.1"
"KXJ25302.1","KXJ25302.1"
"KXJ25262.1","KXJ25262.1"
"KXJ25243.1","KXJ25243.1"
"KXJ25253.1","KXJ25253.1"
"KXJ25275.1","KXJ25275.1"
"KXJ25255.1","KXJ25255.1"
"KXJ25303.1","KXJ25303.1"
"KXJ25272.1","KXJ25272.1"
"KXJ25277.1","KXJ25277.1"
"KXJ25285.1","KXJ25285.1"
"KXJ25286.1","KXJ25286.1"
"KXJ25291.1","KXJ25291.1"
"KXJ25242.1","KXJ25242.1"
"KXJ25261.1","KXJ25261.1"
"KXJ25269.1","KXJ25269.1"
"KXJ25280.1","KXJ25280.1"
"KXJ25236.1","KXJ25236.1"
"KXJ25281.1","KXJ25281.1"
"KXJ25246.1","KXJ25246.1"
"KXJ25274.1","KXJ25274.1"
"KXJ25282.1","KXJ25282.1"
"KXJ25273.1","KXJ25273.1"
"KXJ25263.1","KXJ25263.1"
"KXJ25237.1","KXJ25237.1"
"KXJ25254.1","KXJ25254.1"
"KXJ25238.1","KXJ25238.1"
"KXJ25250.1","KXJ25250.1"
"KXJ25284.1","KXJ25284.1"
"KXJ25247.1","KXJ25247.1"
"KXJ25258.1","KXJ25258.1"
"KXJ25301.1","KXJ25301.1"
"KXJ25259.1","KXJ25259.1"
"KXJ25271.1","KXJ25271.1"
"KXJ25239.1","KXJ25239.1"
"KXJ25266.1","KXJ25266.1"
"KXJ25279.1","KXJ25279.1"
"KXJ25249.1","KXJ25249.1"
"KXJ25283.1","KXJ25283.1"
"KXJ25140.1","KXJ25140.1"
"KXJ25187.1","KXJ25187.1"
"KXJ25166.1","KXJ25166.1"
"KXJ25205.1","KXJ25205.1"
"KXJ25190.1","KXJ25190.1"
"KXJ25139.1","KXJ25139.1"
"KXJ25164.1","KXJ25164.1"
"KXJ25220.1","KXJ25220.1"
"KXJ25171.1","KXJ25171.1"
"KXJ25153.1","KXJ25153.1"
"KXJ25180.1","KXJ25180.1"
"KXJ25201.1","KXJ25201.1"
"KXJ25149.1","KXJ25149.1"
"KXJ25229.1","KXJ25229.1"
"KXJ25226.1","KXJ25226.1"
"KXJ25178.1","KXJ25178.1"
"KXJ25147.1","KXJ25147.1"
"KXJ25150.1","KXJ25150.1"
"KXJ25155.1","KXJ25155.1"
"KXJ25235.1","KXJ25235.1"
"KXJ25146.1","KXJ25146.1"
"KXJ25151.1","KXJ25151.1"
"KXJ25224.1","KXJ25224.1"
"KXJ25143.1","KXJ25143.1"
"KXJ25194.1","KXJ25194.1"
"KXJ25192.1","KXJ25192.1"
"KXJ25223.1","KXJ25223.1"
"KXJ25154.1","KXJ25154.1"
"KXJ25160.1","KXJ25160.1"
"KXJ25218.1","KXJ25218.1"
"KXJ25169.1","KXJ25169.1"
"KXJ25177.1","KXJ25177.1"
"KXJ25161.1","KXJ25161.1"
"KXJ25152.1","KXJ25152.1"
"KXJ25183.1","KXJ25183.1"
"KXJ25206.1","KXJ25206.1"
"KXJ25198.1","KXJ25198.1"
"KXJ25165.1","KXJ25165.1"
"KXJ25203.1","KXJ25203.1"
"KXJ25228.1","KXJ25228.1"
"KXJ25211.1","KXJ25211.1"
"KXJ25179.1","KXJ25179.1"
"KXJ25167.1","KXJ25167.1"
"KXJ25209.1","KXJ25209.1"
"KXJ25188.1","KXJ25188.1"
"KXJ25214.1","KXJ25214.1"
"KXJ25216.1","KXJ25216.1"
"KXJ25182.1","KXJ25182.1"
"KXJ25208.1","KXJ25208.1"
"KXJ25233.1","KXJ25233.1"
"KXJ25219.1","KXJ25219.1"
"KXJ25158.1","KXJ25158.1"
"KXJ25176.1","KXJ25176.1"
"KXJ25217.1","KXJ25217.1"
"KXJ25232.1","KXJ25232.1"
"KXJ25136.1","KXJ25136.1"
"KXJ25213.1","KXJ25213.1"
"KXJ25135.1","KXJ25135.1"
"KXJ25204.1","KXJ25204.1"
"KXJ25225.1","KXJ25225.1"
"KXJ25156.1","KXJ25156.1"
"KXJ25222.1","KXJ25222.1"
"KXJ25195.1","KXJ25195.1"
"KXJ25189.1","KXJ25189.1"
"KXJ25145.1","KXJ25145.1"
"KXJ25142.1","KXJ25142.1"
"KXJ25163.1","KXJ25163.1"
"KXJ25134.1","KXJ25134.1"
"KXJ25141.1","KXJ25141.1"
"KXJ25184.1","KXJ25184.1"
"KXJ25200.1","KXJ25200.1"
"KXJ25144.1","KXJ25144.1"
"KXJ25215.1","KXJ25215.1"
"KXJ25196.1","KXJ25196.1"
"KXJ25175.1","KXJ25175.1"
"KXJ25174.1","KXJ25174.1"
"KXJ25207.1","KXJ25207.1"
"KXJ25181.1","KXJ25181.1"
"KXJ25170.1","KXJ25170.1"
"KXJ25137.1","KXJ25137.1"
"KXJ25231.1","KXJ25231.1"
"KXJ25210.1","KXJ25210.1"
"KXJ25230.1","KXJ25230.1"
"KXJ25197.1","KXJ25197.1"
"KXJ25148.1","KXJ25148.1"
"KXJ25159.1","KXJ25159.1"
"KXJ25227.1","KXJ25227.1"
"KXJ25221.1","KXJ25221.1"
"KXJ25168.1","KXJ25168.1"
"KXJ25172.1","KXJ25172.1"
"KXJ25193.1","KXJ25193.1"
"KXJ25202.1","KXJ25202.1"
"KXJ25186.1","KXJ25186.1"
"KXJ25185.1","KXJ25185.1"
"KXJ25234.1","KXJ25234.1"
"KXJ25199.1","KXJ25199.1"
"KXJ25157.1","KXJ25157.1"
"KXJ25173.1","KXJ25173.1"
"KXJ25212.1","KXJ25212.1"
"KXJ25138.1","KXJ25138.1"
"KXJ25162.1","KXJ25162.1"
"KXJ25191.1","KXJ25191.1"
"KXJ25078.1","KXJ25078.1"
"KXJ25131.1","KXJ25131.1"
"KXJ25122.1","KXJ25122.1"
"KXJ25092.1","KXJ25092.1"
"KXJ25128.1","KXJ25128.1"
"KXJ25077.1","KXJ25077.1"
"KXJ25123.1","KXJ25123.1"
"KXJ25094.1","KXJ25094.1"
"KXJ25095.1","KXJ25095.1"
"KXJ25129.1","KXJ25129.1"
"KXJ25125.1","KXJ25125.1"
"KXJ25080.1","KXJ25080.1"
"KXJ25117.1","KXJ25117.1"
"KXJ25079.1","KXJ25079.1"
"KXJ25091.1","KXJ25091.1"
"KXJ25108.1","KXJ25108.1"
"KXJ25112.1","KXJ25112.1"
"KXJ25099.1","KXJ25099.1"
"KXJ25114.1","KXJ25114.1"
"KXJ25118.1","KXJ25118.1"
"KXJ25096.1","KXJ25096.1"
"KXJ25083.1","KXJ25083.1"
"KXJ25109.1","KXJ25109.1"
"KXJ25104.1","KXJ25104.1"
"KXJ25098.1","KXJ25098.1"
"KXJ25100.1","KXJ25100.1"
"KXJ25103.1","KXJ25103.1"
"KXJ25105.1","KXJ25105.1"
"KXJ25082.1","KXJ25082.1"
